187.99011,188.90189,0.9446922
190.81284,185.90681,0.8921908
184.86182,185.70116,0.9079526
194.33536,188.60175,0.66991115
178.83421,187.86719,0.73479074
200.15588,208.60951,0.9914746
170.46864,208.02884,0.99457765
207.39546,231.50969,0.9494418
161.84937,231.5338,0.9655025
207.63293,251.34872,0.92165715
158.64688,254.16434,0.93637604
191.92215,253.87442,0.9943462
173.94675,253.44408,0.9954703
187.02072,287.38818,0.9862818
174.21317,286.9167,0.9873827
182.26796,319.1401,0.96536815
176.03476,318.83676,0.96725804
