608.57904,190.25345,0.96146154
611.2655,187.4052,0.9107608
605.5607,187.22801,0.93989587
614.4234,189.81334,0.66025823
599.6666,188.94603,0.8146453
618.6058,209.32686,0.9938699
591.40015,207.38895,0.99747545
625.5631,233.49472,0.9494287
580.9615,227.72392,0.98179334
629.1504,256.0354,0.9169757
576.1014,246.05103,0.9584273
611.6099,254.01276,0.99478585
594.9072,253.33487,0.99677616
608.6741,288.0407,0.98039514
595.07904,287.46423,0.9860529
607.0459,320.49768,0.9472027
596.9332,320.2033,0.9583347
