147.7211,198.13115,0.95780176
149.74658,195.47295,0.8836207
144.75052,195.55336,0.93922424
152.1899,197.42905,0.5954641
139.16019,197.33447,0.8466475
157.0418,214.61981,0.9927348
131.69112,214.46574,0.99762875
163.85721,233.39632,0.9373163
123.53857,232.56357,0.9858598
165.57599,250.86827,0.9093552
121.407005,250.61967,0.9683436
151.73395,253.65814,0.9944641
136.55307,253.71216,0.9970644
147.1266,282.87894,0.98244894
136.92,282.89127,0.98951226
142.50809,309.65,0.9546679
138.21571,310.15985,0.96845776
