119.51563,205.4336,0.9447401
121.66657,203.16853,0.85650635
117.24308,203.03322,0.92973775
124.18778,204.79893,0.5246001
112.611626,204.32544,0.83041793
127.074066,218.6971,0.98703206
106.18345,218.39595,0.9962172
132.23232,234.67308,0.91287893
98.11405,234.23627,0.98388183
132.58368,246.83655,0.8873291
94.50781,249.23827,0.96628714
122.807846,252.0846,0.99141663
110.07295,252.11127,0.9955804
120.73464,277.22134,0.97679603
110.65772,277.06375,0.9867237
120.9225,300.04724,0.9539952
113.20094,300.13168,0.9692106
