813.5152,174.07785,0.9772334
818.80237,170.53133,0.9029823
809.42896,169.2331,0.9685203
823.2019,174.77621,0.56601065
798.6544,170.98543,0.90104264
827.00165,203.66626,0.98499656
781.2881,200.55083,0.99619544
844.2431,230.92368,0.90124685
765.34216,235.39377,0.9822146
848.3168,236.16692,0.84714144
754.1759,267.03073,0.9560458
811.8647,273.6341,0.9936387
781.1293,272.07272,0.9965905
822.1186,328.1909,0.98655754
780.2364,323.8285,0.9932789
830.5465,376.8207,0.96313334
786.0166,375.82184,0.97693425
