615.7965,175.77144,0.96398354
619.15784,172.36833,0.9228435
612.19305,172.038,0.93611354
623.4801,175.09483,0.6868615
605.2335,173.89586,0.7520162
629.52405,198.48743,0.99242955
595.78906,196.50732,0.9959467
636.12756,227.95517,0.952844
586.06555,222.98329,0.9755427
634.80304,252.29547,0.92743325
584.9409,246.68185,0.95287627
620.98456,254.05374,0.99409264
599.84485,253.19528,0.99583286
615.3978,295.89447,0.98262006
595.9828,294.97296,0.98564863
614.33997,333.34775,0.9481231
598.35657,332.41162,0.95402336
