641.6814,160.14359,0.96456414
645.4434,156.44585,0.92875665
637.8183,155.98224,0.93331134
650.0702,160.98906,0.69940764
629.9017,159.50734,0.72094977
656.3411,189.28328,0.99398106
617.82385,188.06194,0.99615854
664.375,222.44348,0.9717844
604.06024,220.98747,0.9789219
669.4303,253.07185,0.95472574
598.72943,254.14316,0.9604519
646.9036,254.55325,0.99631256
623.59406,254.27943,0.99706763
639.5208,304.55014,0.9872952
626.20087,304.4769,0.9878826
633.48267,350.64514,0.95174176
628.1162,350.7915,0.95281076
