609.5026,189.87216,0.9626186
612.2414,187.05635,0.91255033
606.58765,186.79929,0.94184536
615.4827,189.18225,0.66106236
600.8338,188.10239,0.8186359
619.24554,208.2935,0.9940221
592.4535,206.07076,0.99764144
625.6431,232.45348,0.9505114
581.619,226.33913,0.9831738
629.17816,255.67958,0.91907156
576.8871,245.8268,0.96107584
612.0027,253.39854,0.9950589
595.4444,252.58368,0.9970107
609.245,287.82663,0.98137164
595.0656,287.10718,0.98699284
607.5631,320.76938,0.9494593
595.9342,320.2868,0.96068704
