0.0,0.0,0.08672321,0.0,0.0,0.034843054,0.0,0.0,0.06082305,0.0,0.0,0.32438114,659.7925,199.3507,0.62402445,637.40485,222.75171,0.96369255,667.3484,220.92737,0.982917,630.98663,252.51888,0.8668381,677.06,249.40547,0.9528376,626.1985,276.71487,0.706172,676.94965,272.0879,0.84760153,645.6528,276.12143,0.99235713,665.218,275.12784,0.9952236,646.1192,312.4422,0.97964156,660.3857,311.33597,0.9862736,651.8756,343.00317,0.9483624,662.4005,342.48383,0.9612724
0.0,0.0,0.39304423,0.0,0.0,0.3082748,0.0,0.0,0.17942,495.5998,202.08984,0.79412055,511.1373,201.72368,0.61549217,487.04916,219.53961,0.9868211,520.6464,219.78471,0.9811411,474.6366,238.08,0.88880336,524.8244,243.24303,0.785635,478.54895,243.86855,0.6961996,521.4855,253.13551,0.56464607,494.61057,266.05823,0.9914693,516.7027,266.03745,0.99010265,495.28635,303.92532,0.9869244,516.1403,303.98203,0.98326325,495.63766,343.5863,0.9738012,515.3025,343.12097,0.9690703
0.0,0.0,0.13598876,0.0,0.0,0.050728157,0.0,0.0,0.11649351,0.0,0.0,0.38658798,301.4308,171.03133,0.7534721,267.90356,196.66136,0.9594505,305.3247,198.99945,0.9824666,256.59253,236.00224,0.7431276,311.17258,235.77193,0.91637576,0.0,0.0,0.49252424,308.31155,262.56592,0.7108552,271.41113,268.8516,0.9893169,294.43857,270.42435,0.99296945,280.55923,323.69116,0.9752099,291.82648,325.2077,0.9823422,280.18332,373.50742,0.93146354,279.81885,376.3463,0.94604313
328.6013,185.79692,0.89668083,332.38968,182.18875,0.8895863,326.44318,182.25717,0.7306452,341.15295,183.36061,0.78195655,0.0,0.0,0.29650363,351.4468,203.17087,0.9823826,321.48062,203.16252,0.9631831,358.39835,229.85182,0.9403546,316.5715,227.59212,0.7862784,352.8795,245.1076,0.8985458,321.88068,238.2808,0.7434972,344.12262,256.97583,0.9898128,323.67545,256.41245,0.9847874,346.50223,300.13455,0.9878732,316.43854,299.46143,0.97909373,349.7476,340.77676,0.9780506,311.7759,338.99194,0.96666
557.8469,193.91084,0.9042528,560.47723,190.75198,0.84483755,554.86096,190.85405,0.83806616,564.77,192.7055,0.6120508,549.4479,192.77553,0.58525395,569.874,212.22598,0.9768032,541.36615,212.27083,0.98003757,574.0038,235.02843,0.8885284,531.0879,234.34467,0.8836024,572.5478,253.2985,0.84342796,538.37006,249.25128,0.829762,564.5235,260.06064,0.98652357,546.195,260.34894,0.9872091,565.9773,297.85635,0.98017764,546.6054,298.1683,0.9786946,562.7419,334.2696,0.96410996,543.64685,334.52847,0.9622198
0.0,0.0,0.14539412,0.0,0.0,0.15160409,0.0,0.0,0.050929904,422.33344,213.5811,0.78397864,0.0,0.0,0.35037154,417.74408,231.66454,0.97446537,445.936,231.30624,0.9467352,409.33456,253.21169,0.89230996,453.97806,254.70512,0.6754708,405.66238,267.95795,0.6857306,0.0,0.0,0.441991,422.31122,275.75253,0.9855655,440.08615,275.44205,0.9786405,422.8987,306.76648,0.97436255,436.3752,306.989,0.95780605,429.5632,337.21628,0.95410264,438.6325,336.40836,0.9337142
180.28175,202.74644,0.8983216,184.08955,199.42612,0.9173866,177.67932,199.36794,0.6503494,191.91632,202.07162,0.8790442,0.0,0.0,0.1944764,201.7181,221.58035,0.98789155,173.22072,222.39334,0.9398922,212.31197,243.84946,0.9662955,171.12773,244.71706,0.58359444,198.34549,238.60788,0.93497115,178.73471,237.57544,0.5827048,195.5783,271.86096,0.9860459,177.80197,271.89987,0.9660939,191.70453,315.39932,0.9804285,182.73538,315.4979,0.9441968,192.41727,355.89893,0.9488095,190.79054,354.85815,0.8900086
0.0,0.0,0.1021096,0.0,0.0,0.05440182,0.0,0.0,0.06912307,0.0,0.0,0.31191453,0.0,0.0,0.42912158,144.07669,221.1602,0.8705227,165.52065,221.96729,0.8724742,136.44073,240.73187,0.50841004,162.69817,242.03374,0.5156026,0.0,0.0,0.30142385,0.0,0.0,0.29980764,145.54135,263.4344,0.9433914,160.79869,264.1216,0.9416439,141.87514,298.37915,0.92561835,159.6119,299.28192,0.91863126,140.21107,331.2242,0.89448947,158.3395,332.42737,0.8871523
0.0,0.0,0.11533432,0.0,0.0,0.06516855,0.0,0.0,0.08165446,0.0,0.0,0.34742823,0.0,0.0,0.4678456,683.0734,221.59987,0.92432255,703.31104,221.38078,0.94220793,679.066,237.58032,0.7150252,708.1499,237.51703,0.79395276,679.0144,250.36664,0.51117396,706.9635,250.48141,0.58979064,687.0204,252.13821,0.97248864,700.2293,252.08127,0.97662485,688.20605,276.14713,0.9502656,697.9777,276.0915,0.9550863,689.9571,299.10892,0.92152554,696.1316,299.1423,0.9265861
0.0,0.0,0.39347744,0.0,0.0,0.40468818,0.0,0.0,0.16676997,474.0218,199.9832,0.5410493,0.0,0.0,0.08345078,477.6942,214.5178,0.8550288,470.74777,213.18785,0.75293916,476.66574,233.29256,0.65548813,0.0,0.0,0.31082895,465.16995,233.59653,0.55678624,0.0,0.0,0.28851387,473.1241,254.7371,0.91275644,469.0494,253.8788,0.8817,471.57147,287.90472,0.8869015,467.96887,287.2406,0.8355683,472.6098,321.49545,0.82651377,469.50745,320.13376,0.7722069
