1316.3761,361.06927,0.96807903
1323.8999,354.67358,0.9400081
1309.1936,354.30157,0.9361681
1334.9412,361.73227,0.7747193
1296.8904,361.23547,0.74426895
1351.4364,405.36444,0.995337
1281.5916,404.61963,0.99747664
1370.1724,450.66565,0.97245455
1250.3213,447.5545,0.9830168
1334.7412,440.51578,0.9570918
1239.2095,454.26752,0.96748984
1335.7042,512.9202,0.99638605
1292.7463,512.04114,0.99734455
1331.0361,602.2653,0.98833627
1305.0787,600.8109,0.989652
1326.8083,688.7847,0.9596236
1322.0249,686.7612,0.9623421
