1274.7034,374.36407,0.9640439
1282.2087,368.35046,0.92943984
1268.4563,367.35544,0.9314939
1292.6923,374.00647,0.74489313
1255.8843,371.8969,0.738213
1304.679,413.28973,0.9952455
1238.6453,412.4911,0.99768627
1314.4482,448.5304,0.97366977
1206.5935,453.66907,0.98571223
1281.7687,418.29895,0.95989776
1190.7869,457.4633,0.9718292
1288.2069,523.6315,0.99720323
1244.7825,522.33044,0.9980392
1292.6228,607.76373,0.9916379
1240.6101,605.46594,0.99278283
1302.4551,691.5045,0.97306526
1248.1237,688.1905,0.9752999
