1266.101,379.33447,0.96228534
1274.9764,371.91406,0.93268603
1260.1428,371.53223,0.8616865
1291.943,376.84167,0.8511871
1257.9667,376.27826,0.58561534
1305.8347,422.73056,0.99585956
1251.9834,423.8706,0.98762
1317.7535,476.2706,0.98695534
1232.9912,481.45105,0.9439701
1309.6487,516.648,0.968508
1206.2034,525.64606,0.90951854
1285.2102,537.5974,0.99660563
1244.5985,534.76575,0.9940473
1292.1586,619.9073,0.98904294
1205.8625,612.8804,0.9815353
1312.7737,703.67676,0.9601905
1186.3075,692.7302,0.94552916
