1436.533,512.41144,0.9463712
1443.1232,504.36163,0.91723454
1429.6184,505.18518,0.8869867
1456.8682,503.03412,0.7434409
1422.1462,505.78235,0.58887506
1483.0386,542.1048,0.99398464
1409.2069,545.9585,0.9960063
1506.7405,597.1899,0.97855556
1396.5444,601.7239,0.98240095
1521.6724,654.7294,0.96539134
1384.1417,653.6103,0.96771294
1467.8601,654.55927,0.99768615
1419.569,654.95605,0.9981785
1470.2098,746.5525,0.9942924
1396.901,745.9855,0.9946684
1464.1887,836.00635,0.9825507
1373.4321,835.2693,0.98343486
