1075.4661,236.56247,0.96374756
1087.1174,228.42538,0.92269856
1067.8344,228.44382,0.864355
1106.7476,232.91418,0.8274346
1061.6498,231.89223,0.6358117
1122.8661,289.11237,0.99605656
1046.4651,281.1419,0.9937232
1154.5503,356.53098,0.9831534
1003.5753,296.76447,0.96461004
1181.5367,415.27286,0.9636097
993.9591,242.58969,0.93421924
1091.6506,419.4482,0.9971095
1056.7883,416.58224,0.9959881
1027.1246,521.5857,0.9936014
1077.0522,519.5748,0.99172497
993.11475,624.90027,0.97489625
1121.8883,614.51385,0.97191286
