1385.1589,391.6985,0.96600914
1397.2385,386.79282,0.94763327
1381.2083,382.7178,0.8581131
1414.4127,397.35278,0.8856248
1376.3512,386.76202,0.58305156
1414.7554,444.65378,0.9973431
1358.9294,429.71765,0.9880311
1413.3942,500.019,0.99165386
1322.3147,472.36194,0.93532026
1379.8098,533.2728,0.9785372
1285.1902,510.12402,0.9060912
1367.3955,551.2041,0.99785244
1324.9077,540.8722,0.9950824
1368.6843,638.25867,0.9933483
1283.5266,625.6661,0.9859536
1377.898,720.78467,0.97108996
1265.6687,706.34094,0.95550406
