1402.3591,479.45032,0.9685471
1408.7069,471.70068,0.9570089
1396.1423,472.45117,0.91523767
1425.2483,467.88327,0.84324986
1391.9573,470.47925,0.5902253
1452.6099,501.67694,0.9970891
1384.0785,506.14764,0.997389
1487.1188,550.5747,0.98878855
1375.3884,561.76544,0.98247313
1503.9773,602.3893,0.9806589
1368.4954,614.3594,0.9694806
1440.5586,612.6356,0.9985682
1395.7775,613.08923,0.9986558
1448.0719,703.26215,0.9960567
1379.9839,702.8234,0.9955206
1445.9592,796.72687,0.9873388
1359.771,795.86957,0.9862498
