1230.3734,474.1053,0.95762366
1240.2496,465.04285,0.936941
1225.0386,466.91962,0.81462467
1263.4357,464.05328,0.8833463
1225.1729,467.79626,0.50093716
1286.1362,503.2813,0.99722064
1222.4152,513.9993,0.98640245
1328.5988,553.47797,0.991597
1200.1722,569.7658,0.9309335
1306.0999,598.48694,0.97983426
1176.7345,624.2374,0.9056211
1271.2805,627.6604,0.9982287
1228.6564,632.40466,0.9959079
1278.112,718.02405,0.99541074
1221.9377,736.80066,0.99049956
1294.7008,803.8292,0.9810471
1226.5159,829.5294,0.97092324
